filename,n_atoms,composition,metal_score,d_band_proxy,active_site_score,size_score,en_score,intermediate_score,surface_ratio,total_score,label,error
194341_Bare_surface.cif,16,Se8 Zn8,0.7833,0.5589,1.0,0.5231,0.7,0.0,1.0,61.28,likely_active,
194349_MEMI_coverage_25pc_coverage.cif,51,C6 H10 N2 S1 Se16 Zn16,0.7833,0.5756,1.0,0.7781,0.7,0.0,0.6275,60.36,likely_active,
194350_MEMI_coverage_12pc_coverage.cif,83,C6 H10 N2 S1 Se32 Zn32,0.7833,0.5839,1.0,0.962,0.7,0.0,0.7711,63.76,likely_active,
194352_H_coverage_Bare_ZnSe_Added_electron_Site_10.cif,17,H1 Se8 Zn8,0.7833,0.5589,1.0,0.5231,0.7,0.1,0.9412,62.69,likely_active,
194353_H_coverage_Bare_ZnSe_Added_electron_Site_0.cif,17,H1 Se8 Zn8,0.7833,0.5644,1.0,0.5231,0.7,0.1,0.9412,62.78,likely_active,
194354_H_coverage_Bare_ZnSe_Added_electron_Site_8.cif,17,H1 Se8 Zn8,0.7833,0.5644,1.0,0.5231,0.7,0.1,0.9412,62.78,likely_active,
194355_H_coverage_Bare_ZnSe_Added_electron_Site_7.cif,17,H1 Se8 Zn8,0.7833,0.5589,1.0,0.5231,0.7,0.1,0.9412,62.69,likely_active,
194356_H_coverage_Bare_ZnSe_Added_electron_Site_6.cif,17,H1 Se8 Zn8,0.7833,0.5589,1.0,0.5231,0.7,0.1,0.9412,62.69,likely_active,
194357_H_coverage_Bare_ZnSe_Added_electron_Site_5.cif,17,H1 Se8 Zn8,0.7833,0.5589,1.0,0.5231,0.7,0.1,0.9412,62.69,likely_active,
194358_H_coverage_Bare_ZnSe_Added_electron_Site_3.cif,17,H1 Se8 Zn8,0.7833,0.5644,1.0,0.5231,0.7,0.0,0.9412,60.78,likely_active,
194359_H_coverage_Bare_ZnSe_Added_electron_Site_2.cif,17,H1 Se8 Zn8,0.7833,0.5589,1.0,0.5231,0.7,0.1,0.9412,62.69,likely_active,
194360_H_coverage_Bare_ZnSe_Neutral_Site_10.cif,17,H1 Se8 Zn8,0.7833,0.5644,1.0,0.5231,0.7,0.1,0.9412,62.78,likely_active,
194361_H_coverage_Bare_ZnSe_Neutral_Site_0.cif,17,H1 Se8 Zn8,0.7833,0.5644,1.0,0.5231,0.7,0.1,0.9412,62.78,likely_active,
194362_H_coverage_Bare_ZnSe_Neutral_Site_4.cif,17,H1 Se8 Zn8,0.7833,0.5589,1.0,0.5231,0.7,0.1,0.9412,62.69,likely_active,
194363_H_coverage_Bare_ZnSe_Neutral_Site_9.cif,17,H1 Se8 Zn8,0.7833,0.5589,1.0,0.5231,0.7,0.0,0.9412,60.69,likely_active,
194364_H_coverage_Bare_ZnSe_Neutral_Site_8.cif,17,H1 Se8 Zn8,0.7833,0.5589,1.0,0.5231,0.7,0.0,0.9412,60.69,likely_active,
194365_H_coverage_Bare_ZnSe_Neutral_Site_7.cif,17,H1 Se8 Zn8,0.7833,0.5644,1.0,0.5231,0.7,0.1,0.9412,62.78,likely_active,
194366_H_coverage_Bare_ZnSe_Neutral_Site_6.cif,17,H1 Se8 Zn8,0.7833,0.5644,1.0,0.5231,0.7,0.1,0.9412,62.78,likely_active,
194367_H_coverage_Bare_ZnSe_Neutral_Site_5.cif,17,H1 Se8 Zn8,0.7833,0.5644,1.0,0.5231,0.7,0.1,0.9412,62.78,likely_active,
194368_H_coverage_Bare_ZnSe_Neutral_Site_3.cif,17,H1 Se8 Zn8,0.7833,0.5533,1.0,0.5231,0.7,0.0,0.9412,60.61,likely_active,
194369_H_coverage_Bare_ZnSe_Neutral_Site_2.cif,17,H1 Se8 Zn8,0.7833,0.5644,1.0,0.5231,0.7,0.1,0.9412,62.78,likely_active,
194370_H_coverage_Bare_ZnSe_Neutral_Site_1.cif,17,H1 Se8 Zn8,0.7833,0.5589,1.0,0.5231,0.7,0.0,0.9412,60.69,likely_active,
194373_H_coverage_MEMI_Znse_Added_electron_Site_5.cif,71,C12 H21 N4 S2 Se16 Zn16,0.7833,0.5867,1.0,0.7781,0.7,0.1,0.4507,60.75,likely_active,
194374_H_coverage_MEMI_Znse_Added_electron_Site_4.cif,71,C12 H21 N4 S2 Se16 Zn16,0.7833,0.5756,1.0,0.7781,0.7,0.1,0.4507,60.59,likely_active,
194376_H_coverage_MEMI_Znse_Added_electron_Site_1.cif,71,C12 H21 N4 S2 Se16 Zn16,0.7833,0.5756,1.0,0.7781,0.7,0.1,0.4507,60.59,likely_active,
194377_H_coverage_MEMI_Znse_Added_electron_Site_0.cif,71,C12 H21 N4 S2 Se16 Zn16,0.7833,0.5756,1.0,0.7781,0.7,0.1,0.4507,60.59,likely_active,
194379_H_coverage_MEMI_Znse_Neutral_Site_5.cif,71,C12 H21 N4 S2 Se16 Zn16,0.7833,0.5783,1.0,0.7781,0.7,0.1,0.4507,60.63,likely_active,
194380_H_coverage_MEMI_Znse_Neutral_Site_4.cif,71,C12 H21 N4 S2 Se16 Zn16,0.7833,0.5756,1.0,0.7781,0.7,0.1,0.4507,60.59,likely_active,
194382_H_coverage_MEMI_Znse_Neutral_Site_0.cif,71,C12 H21 N4 S2 Se16 Zn16,0.7833,0.5783,1.0,0.7781,0.7,0.1,0.4507,60.63,likely_active,
194384_H_coverage_MEMI_Znse_Neutral_Site_1.cif,71,C12 H21 N4 S2 Se16 Zn16,0.7833,0.5756,1.0,0.7781,0.7,0.1,0.4507,60.59,likely_active,
194385_Surfaces_311_facet.cif,40,Se20 Zn20,0.7833,0.5711,1.0,0.8501,0.7,0.0,1.0,64.73,likely_active,
194386_Surfaces_220_facet.cif,16,Se8 Zn8,0.7833,0.5589,1.0,0.5231,0.7,0.0,1.0,61.28,likely_active,
194387_Surfaces_200_facet.cif,16,Se8 Zn8,0.7833,0.5367,1.0,0.5231,0.7,0.0,1.0,60.95,likely_active,
194388_Surfaces_111_facet.cif,32,Se16 Zn16,0.7833,0.5672,1.0,0.7781,0.7,0.0,1.0,63.96,likely_active,
194391_Intermediates_COOH-_intermediate.cif,74,C13 H21 N4 O2 S2 Se16 Zn16,0.7833,0.5783,1.0,0.7781,0.7,0.5,0.4324,68.45,likely_active,
215882_Cu-CO2_100_Cu-CO2_100_strain2_0_5_OH-H.cif,93,Cu90 H2 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.6333,1.0,82.28,likely_active,
215883_Cu-CO2_100_Cu-CO2_100_strain2_0_5_H2O.cif,93,Cu90 H2 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.1667,1.0,72.95,likely_active,
215884_Cu-CO2_100_Cu-CO2_100_strain2_0_4_COCO_from_COCOK.cif,94,C2 Cu90 O2,0.7833,0.9044,0.7333,0.9362,1.0,1.0,1.0,89.59,likely_active,
215885_Cu-CO2_100_Cu-CO2_100_strain2_0_4_COCOH.cif,95,C2 Cu90 H1 O2,0.7833,0.9044,0.7333,0.9362,1.0,1.0,1.0,89.59,likely_active,
215886_Cu-CO2_100_Cu-CO2_100_strain2_0_4_CO_CO.cif,94,C2 Cu90 O2,0.7833,0.9054,0.7333,0.9362,1.0,0.0,1.0,69.61,likely_active,
215887_Cu-CO2_100_Cu-CO2_100_strain2_0_3_COH.cif,93,C1 Cu90 H1 O1,0.7833,0.9054,0.7333,0.9362,1.0,0.5,1.0,79.61,likely_active,
215888_Cu-CO2_100_Cu-CO2_100_strain2_0_3_CHO.cif,93,C1 Cu90 H1 O1,0.7833,0.9049,0.7222,0.9362,1.0,0.5,1.0,79.43,likely_active,
215889_Cu-CO2_100_Cu-CO2_100_strain2_0_2_CO.cif,92,C1 Cu90 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.0,1.0,69.62,likely_active,
215890_Cu-CO2_100_Cu-CO2_100_strain2_0_1_CO2.cif,93,C1 Cu90 O2,0.7833,0.9064,0.7333,0.9362,1.0,0.0,1.0,69.62,likely_active,
215891_Cu-CO2_100_Cu-CO2_100_strain2_0_0_H.cif,91,Cu90 H1,0.7833,0.9054,0.7333,0.9362,1.0,0.1,1.0,71.61,likely_active,
215892_Cu-CO2_100_Cu-CO2_100_strain1_5_5_OH-H.cif,93,Cu90 H2 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.6333,1.0,82.28,likely_active,
215893_Cu-CO2_100_Cu-CO2_100_strain1_5_5_H2O.cif,93,Cu90 H2 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.1667,1.0,72.95,likely_active,
215894_Cu-CO2_100_Cu-CO2_100_strain1_5_4_COCO_from_COCOK.cif,94,C2 Cu90 O2,0.7833,0.9044,0.7333,0.9362,1.0,1.0,1.0,89.59,likely_active,
215895_Cu-CO2_100_Cu-CO2_100_strain1_5_4_COCOH.cif,95,C2 Cu90 H1 O2,0.7833,0.9044,0.7333,0.9362,1.0,1.0,1.0,89.59,likely_active,
215896_Cu-CO2_100_Cu-CO2_100_strain1_5_4_CO_CO.cif,94,C2 Cu90 O2,0.7833,0.9054,0.7333,0.9362,1.0,0.0,1.0,69.61,likely_active,
215897_Cu-CO2_100_Cu-CO2_100_strain1_5_3_COH.cif,93,C1 Cu90 H1 O1,0.7833,0.9054,0.7333,0.9362,1.0,0.5,1.0,79.61,likely_active,
215898_Cu-CO2_100_Cu-CO2_100_strain1_5_3_CHO.cif,93,C1 Cu90 H1 O1,0.7833,0.9049,0.7222,0.9362,1.0,0.5,1.0,79.43,likely_active,
215899_Cu-CO2_100_Cu-CO2_100_strain1_5_2_CO.cif,92,C1 Cu90 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.0,1.0,69.62,likely_active,
215900_Cu-CO2_100_Cu-CO2_100_strain1_5_1_CO2.cif,93,C1 Cu90 O2,0.7833,0.9064,0.7333,0.9362,1.0,0.0,1.0,69.62,likely_active,
215901_Cu-CO2_100_Cu-CO2_100_strain1_5_0_H.cif,91,Cu90 H1,0.7833,0.9054,0.7333,0.9362,1.0,0.1,1.0,71.61,likely_active,
215902_Cu-CO2_100_Cu-CO2_100_strain1_0_5_OH-H.cif,93,Cu90 H2 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.6333,1.0,82.28,likely_active,
215903_Cu-CO2_100_Cu-CO2_100_strain1_0_5_H2O.cif,93,Cu90 H2 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.1667,1.0,72.95,likely_active,
215904_Cu-CO2_100_Cu-CO2_100_strain1_0_4_COCO_from_COCOK.cif,94,C2 Cu90 O2,0.7833,0.9044,0.7333,0.9362,1.0,1.0,1.0,89.59,likely_active,
215905_Cu-CO2_100_Cu-CO2_100_strain1_0_4_COCOH.cif,95,C2 Cu90 H1 O2,0.7833,0.9044,0.7333,0.9362,1.0,1.0,1.0,89.59,likely_active,
215906_Cu-CO2_100_Cu-CO2_100_strain1_0_4_CO_CO.cif,94,C2 Cu90 O2,0.7833,0.9054,0.7333,0.9362,1.0,0.0,1.0,69.61,likely_active,
215907_Cu-CO2_100_Cu-CO2_100_strain1_0_3_COH.cif,93,C1 Cu90 H1 O1,0.7833,0.9054,0.7333,0.9362,1.0,0.5,1.0,79.61,likely_active,
215908_Cu-CO2_100_Cu-CO2_100_strain1_0_3_CHO.cif,93,C1 Cu90 H1 O1,0.7833,0.9049,0.7222,0.9362,1.0,0.5,1.0,79.43,likely_active,
215909_Cu-CO2_100_Cu-CO2_100_strain1_0_2_CO.cif,92,C1 Cu90 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.0,1.0,69.62,likely_active,
215910_Cu-CO2_100_Cu-CO2_100_strain1_0_1_CO2.cif,93,C1 Cu90 O2,0.7833,0.9064,0.7333,0.9362,1.0,0.0,1.0,69.62,likely_active,
215911_Cu-CO2_100_Cu-CO2_100_strain1_0_0_H.cif,91,Cu90 H1,0.7833,0.9054,0.7333,0.9362,1.0,0.1,1.0,71.61,likely_active,
215912_Cu-CO2_100_Cu-CO2_100_strain0_5_5_OH-H.cif,93,Cu90 H2 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.6333,1.0,82.28,likely_active,
215913_Cu-CO2_100_Cu-CO2_100_strain0_5_5_H2O.cif,93,Cu90 H2 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.1667,1.0,72.95,likely_active,
215914_Cu-CO2_100_Cu-CO2_100_strain0_5_4_COCO_from_COCOK.cif,94,C2 Cu90 O2,0.7833,0.9044,0.7333,0.9362,1.0,1.0,1.0,89.59,likely_active,
215915_Cu-CO2_100_Cu-CO2_100_strain0_5_4_COCOH.cif,95,C2 Cu90 H1 O2,0.7833,0.9044,0.7333,0.9362,1.0,1.0,1.0,89.59,likely_active,
215916_Cu-CO2_100_Cu-CO2_100_strain0_5_4_CO_CO.cif,94,C2 Cu90 O2,0.7833,0.9054,0.7333,0.9362,1.0,0.0,1.0,69.61,likely_active,
215918_Cu-CO2_100_Cu-CO2_100_strain0_5_3_CHO.cif,93,C1 Cu90 H1 O1,0.7833,0.9049,0.7222,0.9362,1.0,0.5,1.0,79.43,likely_active,
215919_Cu-CO2_100_Cu-CO2_100_strain0_5_2_CO.cif,92,C1 Cu90 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.0,1.0,69.62,likely_active,
215920_Cu-CO2_100_Cu-CO2_100_strain0_5_1_CO2.cif,93,C1 Cu90 O2,0.7833,0.9064,0.7333,0.9362,1.0,0.0,1.0,69.62,likely_active,
215921_Cu-CO2_100_Cu-CO2_100_strain0_5_0_H.cif,91,Cu90 H1,0.7833,0.9054,0.7333,0.9362,1.0,0.1,1.0,71.61,likely_active,
215922_Cu-CO2_100_Cu-CO2_100_strain0_5_OH-H.cif,93,Cu90 H2 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.6333,1.0,82.28,likely_active,
215923_Cu-CO2_100_Cu-CO2_100_strain0_5_H2O.cif,93,Cu90 H2 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.1667,1.0,72.95,likely_active,
215924_Cu-CO2_100_Cu-CO2_100_strain0_4_COCO_from_COCOK.cif,94,C2 Cu90 O2,0.7833,0.9044,0.7333,0.9362,1.0,1.0,1.0,89.59,likely_active,
215925_Cu-CO2_100_Cu-CO2_100_strain0_4_COCOH.cif,95,C2 Cu90 H1 O2,0.7833,0.9044,0.7333,0.9362,1.0,1.0,1.0,89.59,likely_active,
215926_Cu-CO2_100_Cu-CO2_100_strain0_4_CO_CO.cif,94,C2 Cu90 O2,0.7833,0.9054,0.7333,0.9362,1.0,0.0,1.0,69.61,likely_active,
215927_Cu-CO2_100_Cu-CO2_100_strain0_3_COH.cif,93,C1 Cu90 H1 O1,0.7833,0.9054,0.7333,0.9362,1.0,0.5,1.0,79.61,likely_active,
215928_Cu-CO2_100_Cu-CO2_100_strain0_3_CHO.cif,93,C1 Cu90 H1 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.5,1.0,79.62,likely_active,
215929_Cu-CO2_100_Cu-CO2_100_strain0_2_CO.cif,92,C1 Cu90 O1,0.7833,0.9059,0.7333,0.9362,1.0,0.0,1.0,69.62,likely_active,
215930_Cu-CO2_100_Cu-CO2_100_strain0_1_CO2.cif,93,C1 Cu90 O2,0.7833,0.9064,0.7333,0.9362,1.0,0.0,1.0,69.62,likely_active,
215931_Cu-CO2_100_Cu-CO2_100_strain0_0_H.cif,91,Cu90 H1,0.7833,0.9054,0.7333,0.9362,1.0,0.1,1.0,71.61,likely_active,
215932_Cu-CO2_111_Cu-CO2_111_strain2_0_5_OH-H.cif,83,Cu80 H2 O1,0.7833,0.9047,0.7125,0.9588,1.0,0.2667,1.0,74.85,likely_active,
215933_Cu-CO2_111_Cu-CO2_111_strain2_0_5_H2O.cif,83,Cu80 H2 O1,0.7833,0.9052,0.7375,0.9588,1.0,0.1667,1.0,73.23,likely_active,
215934_Cu-CO2_111_Cu-CO2_111_strain2_0_4_COCO_from_COCOK.cif,84,C2 Cu80 O2,0.7833,0.9047,0.725,0.9588,1.0,1.0,1.0,89.7,likely_active,
215935_Cu-CO2_111_Cu-CO2_111_strain2_0_4_COCOH.cif,85,C2 Cu80 H1 O2,0.7833,0.9039,0.7125,0.9588,1.0,1.0,1.0,89.5,likely_active,
215936_Cu-CO2_111_Cu-CO2_111_strain2_0_4_CO_CO.cif,84,C2 Cu80 O2,0.7833,0.905,0.7125,0.9588,1.0,1.0,1.0,89.52,likely_active,
215937_Cu-CO2_111_Cu-CO2_111_strain2_0_3_COH.cif,83,C1 Cu80 H1 O1,0.7833,0.905,0.725,0.9588,1.0,0.5,1.0,79.7,likely_active,
215938_Cu-CO2_111_Cu-CO2_111_strain2_0_3_CHO.cif,83,C1 Cu80 H1 O1,0.7833,0.9041,0.725,0.9588,1.0,0.5,1.0,79.69,likely_active,
215939_Cu-CO2_111_Cu-CO2_111_strain2_0_2_CO.cif,82,C1 Cu80 O1,0.7833,0.9052,0.7375,0.9588,1.0,0.0,1.0,69.89,likely_active,
215940_Cu-CO2_111_Cu-CO2_111_strain2_0_1_CO2.cif,83,C1 Cu80 O2,0.7833,0.9058,0.75,0.9588,1.0,0.0,1.0,70.09,likely_active,
215941_Cu-CO2_111_Cu-CO2_111_strain2_0_0_H.cif,81,Cu80 H1,0.7833,0.905,0.725,0.9588,1.0,0.1,1.0,71.7,likely_active,
215942_Cu-CO2_111_Cu-CO2_111_strain1_5_5_OH-H.cif,83,Cu80 H2 O1,0.7833,0.9047,0.7125,0.9588,1.0,0.2667,1.0,74.85,likely_active,
215943_Cu-CO2_111_Cu-CO2_111_strain1_5_5_H2O.cif,83,Cu80 H2 O1,0.7833,0.9052,0.7375,0.9588,1.0,0.1667,1.0,73.23,likely_active,
215944_Cu-CO2_111_Cu-CO2_111_strain1_5_4_COCO_from_COCOK.cif,84,C2 Cu80 O2,0.7833,0.9047,0.725,0.9588,1.0,1.0,1.0,89.7,likely_active,
215945_Cu-CO2_111_Cu-CO2_111_strain1_5_4_COCOH.cif,85,C2 Cu80 H1 O2,0.7833,0.9039,0.7125,0.9588,1.0,1.0,1.0,89.5,likely_active,
215946_Cu-CO2_111_Cu-CO2_111_strain1_5_4_CO_CO.cif,84,C2 Cu80 O2,0.7833,0.905,0.7125,0.9588,1.0,1.0,1.0,89.52,likely_active,
215947_Cu-CO2_111_Cu-CO2_111_strain1_5_3_COH.cif,83,C1 Cu80 H1 O1,0.7833,0.905,0.725,0.9588,1.0,0.5,1.0,79.7,likely_active,
215948_Cu-CO2_111_Cu-CO2_111_strain1_5_3_CHO.cif,83,C1 Cu80 H1 O1,0.7833,0.9041,0.725,0.9588,1.0,0.5,1.0,79.69,likely_active,
215949_Cu-CO2_111_Cu-CO2_111_strain1_5_2_CO.cif,82,C1 Cu80 O1,0.7833,0.9052,0.7375,0.9588,1.0,0.0,1.0,69.89,likely_active,
215950_Cu-CO2_111_Cu-CO2_111_strain1_5_1_CO2.cif,83,C1 Cu80 O2,0.7833,0.9058,0.75,0.9588,1.0,0.0,1.0,70.09,likely_active,
215951_Cu-CO2_111_Cu-CO2_111_strain1_5_0_H.cif,81,Cu80 H1,0.7833,0.905,0.725,0.9588,1.0,0.1,1.0,71.7,likely_active,
215952_Cu-CO2_111_Cu-CO2_111_strain1_0_5_OH-H.cif,83,Cu80 H2 O1,0.7833,0.9047,0.7125,0.9588,1.0,0.2667,1.0,74.85,likely_active,
215953_Cu-CO2_111_Cu-CO2_111_strain1_0_5_H2O.cif,83,Cu80 H2 O1,0.7833,0.9052,0.7375,0.9588,1.0,0.1667,1.0,73.23,likely_active,
215954_Cu-CO2_111_Cu-CO2_111_strain1_0_4_COCO_from_COCOK.cif,84,C2 Cu80 O2,0.7833,0.9047,0.725,0.9588,1.0,1.0,1.0,89.7,likely_active,
215955_Cu-CO2_111_Cu-CO2_111_strain1_0_4_COCOH.cif,85,C2 Cu80 H1 O2,0.7833,0.9039,0.7125,0.9588,1.0,1.0,1.0,89.5,likely_active,
215956_Cu-CO2_111_Cu-CO2_111_strain1_0_4_CO_CO.cif,84,C2 Cu80 O2,0.7833,0.905,0.7125,0.9588,1.0,0.5,1.0,79.52,likely_active,
215958_Cu-CO2_111_Cu-CO2_111_strain1_0_3_CHO.cif,83,C1 Cu80 H1 O1,0.7833,0.9041,0.725,0.9588,1.0,0.5,1.0,79.69,likely_active,
215959_Cu-CO2_111_Cu-CO2_111_strain1_0_2_CO.cif,82,C1 Cu80 O1,0.7833,0.9052,0.7375,0.9588,1.0,0.0,1.0,69.89,likely_active,
215960_Cu-CO2_111_Cu-CO2_111_strain1_0_1_CO2.cif,83,C1 Cu80 O2,0.7833,0.9058,0.75,0.9588,1.0,0.0,1.0,70.09,likely_active,
215961_Cu-CO2_111_Cu-CO2_111_strain1_0_0_H.cif,81,Cu80 H1,0.7833,0.905,0.725,0.9588,1.0,0.1,1.0,71.7,likely_active,
215962_Cu-CO2_111_Cu-CO2_111_strain0_5_5_OH_H.cif,83,Cu80 H2 O1,0.7833,0.9047,0.7125,0.9588,1.0,0.2667,1.0,74.85,likely_active,
215963_Cu-CO2_111_Cu-CO2_111_strain0_5_5_H2O.cif,83,Cu80 H2 O1,0.7833,0.9058,0.75,0.9588,1.0,0.0,1.0,70.09,likely_active,
215964_Cu-CO2_111_Cu-CO2_111_strain0_5_4_COCO_from_COCOK.cif,84,C2 Cu80 O2,0.7833,0.9047,0.725,0.9588,1.0,1.0,1.0,89.7,likely_active,
215965_Cu-CO2_111_Cu-CO2_111_strain0_5_4_COCOH.cif,85,C2 Cu80 H1 O2,0.7833,0.9039,0.7125,0.9588,1.0,1.0,1.0,89.5,likely_active,
215966_Cu-CO2_111_Cu-CO2_111_strain0_5_4_CO_CO.cif,84,C2 Cu80 O2,0.7833,0.905,0.7125,0.9588,1.0,0.0,1.0,69.52,likely_active,
215967_Cu-CO2_111_Cu-CO2_111_strain0_5_3_COH.cif,83,C1 Cu80 H1 O1,0.7833,0.905,0.725,0.9588,1.0,0.5,1.0,79.7,likely_active,
215968_Cu-CO2_111_Cu-CO2_111_strain0_5_3_CHO.cif,83,C1 Cu80 H1 O1,0.7833,0.9041,0.725,0.9588,1.0,0.5,1.0,79.69,likely_active,
215969_Cu-CO2_111_Cu-CO2_111_strain0_5_2_CO.cif,82,C1 Cu80 O1,0.7833,0.9052,0.7375,0.9588,1.0,0.0,1.0,69.89,likely_active,
215970_Cu-CO2_111_Cu-CO2_111_strain0_5_1_CO2.cif,83,C1 Cu80 O2,0.7833,0.9058,0.75,0.9588,1.0,0.0,1.0,70.09,likely_active,
215971_Cu-CO2_111_Cu-CO2_111_strain0_5_0_H.cif,81,Cu80 H1,0.7833,0.905,0.725,0.9588,1.0,0.1,1.0,71.7,likely_active,
215972_Cu-CO2_111_Cu-CO2_111_strain0_5_OH_H.cif,83,Cu80 H2 O1,0.7833,0.9044,0.7125,0.9588,1.0,0.2667,1.0,74.84,likely_active,
215973_Cu-CO2_111_Cu-CO2_111_strain0_5_H2O.cif,83,Cu80 H2 O1,0.7833,0.9052,0.7375,0.9588,1.0,0.1667,1.0,73.23,likely_active,
215974_Cu-CO2_111_Cu-CO2_111_strain0_4_COCO_from_COCOK.cif,84,C2 Cu80 O2,0.7833,0.9047,0.725,0.9588,1.0,0.5,1.0,79.7,likely_active,
215975_Cu-CO2_111_Cu-CO2_111_strain0_4_COCOH.cif,85,C2 Cu80 H1 O2,0.7833,0.9039,0.7125,0.9588,1.0,1.0,1.0,89.5,likely_active,
215976_Cu-CO2_111_Cu-CO2_111_strain0_4_CO_CO.cif,84,C2 Cu80 O2,0.7833,0.905,0.7125,0.9588,1.0,0.0,1.0,69.52,likely_active,
215977_Cu-CO2_111_Cu-CO2_111_strain0_3_COH.cif,83,C1 Cu80 H1 O1,0.7833,0.905,0.725,0.9588,1.0,0.5,1.0,79.7,likely_active,
215978_Cu-CO2_111_Cu-CO2_111_strain0_3_CHO.cif,83,C1 Cu80 H1 O1,0.7833,0.9041,0.725,0.9588,1.0,0.5,1.0,79.69,likely_active,
215979_Cu-CO2_111_Cu-CO2_111_strain0_2_CO.cif,82,C1 Cu80 O1,0.7833,0.9052,0.7375,0.9588,1.0,0.0,1.0,69.89,likely_active,
215980_Cu-CO2_111_Cu-CO2_111_strain0_1_CO2.cif,83,C1 Cu80 O2,0.7833,0.9058,0.75,0.9588,1.0,0.0,1.0,70.09,likely_active,
215981_Cu-CO2_111_Cu-CO2_111_strain0_0_H.cif,81,Cu80 H1,0.7833,0.905,0.725,0.9588,1.0,0.1,1.0,71.7,likely_active,
215983_Catalytic_cycle_ZnZn_TS2_ZnZn_sp.cif,88,C31 H43 I1 N4 O7 Zn2,0.7833,0.6756,1.0,0.1357,0.7,1.0,0.0455,69.61,likely_active,
215986_Catalytic_cycle_ZnZn_TS1_ZnZn.cif,85,C30 H43 I1 N4 O5 Zn2,0.7833,0.6756,1.0,0.1357,0.7,1.0,0.0471,69.63,likely_active,
215989_Catalytic_cycle_ZnZn_Int4_ZnZn.cif,88,C31 H43 I1 N4 O7 Zn2,0.7833,0.6756,1.0,0.1357,0.7,0.8333,0.0455,66.28,likely_active,
215990_Catalytic_cycle_ZnZn_Int3_ZnZn.cif,88,C31 H43 I1 N4 O7 Zn2,0.7833,0.6756,1.0,0.1357,0.7,0.8333,0.0455,66.28,likely_active,
215991_Catalytic_cycle_ZnZn_Int2_ZnZn_sp.cif,85,C30 H43 I1 N4 O5 Zn2,0.7833,0.6978,1.0,0.1357,0.7,1.0,0.0471,69.96,likely_active,
215994_Catalytic_cycle_ZnZn_Int1_ZnZn.cif,85,C30 H43 I1 N4 O5 Zn2,0.7833,0.6978,1.0,0.1357,0.7,1.0,0.0471,69.96,likely_active,
305597_Product_CO_CH3.cif,33,C2 Cu27 H3 O1,0.7833,0.8927,0.8889,0.929,1.0,0.6,1.0,83.68,likely_active,
305598_Product_CO_CH2.cif,32,C2 Cu27 H2 O1,0.7833,0.8986,0.9259,0.929,1.0,0.6,1.0,84.32,likely_active,
305599_Product_CO_CH.cif,31,C2 Cu27 H1 O1,0.7833,0.9042,0.9259,0.929,1.0,0.0,1.0,72.41,likely_active,
305600_Product_CO_C.cif,30,C2 Cu27 O1,0.7833,0.9035,0.9259,0.929,1.0,0.0,1.0,72.4,likely_active,
305601_Product_CO_CHOH.cif,33,C2 Cu27 H2 O2,0.7833,0.8986,0.9259,0.929,1.0,0.6,1.0,84.32,likely_active,
305602_Product_CO_COH.cif,32,C2 Cu27 H1 O2,0.7833,0.9009,0.9259,0.929,1.0,1.0,1.0,92.36,likely_active,
305603_Product_CO_CHO.cif,32,C2 Cu27 H1 O2,0.7833,0.891,0.8889,0.929,1.0,1.0,1.0,91.65,likely_active,
305604_Product_CO_CO.cif,31,C2 Cu27 O2,0.7833,0.9042,0.963,0.929,1.0,1.0,1.0,92.96,likely_active,
305605_Product_CO_COOH.cif,33,C2 Cu27 H1 O3,0.7833,0.8943,0.8889,0.929,1.0,1.0,1.0,91.7,likely_active,
305606_Product_COOH_CH3.cif,35,C2 Cu27 H4 O2,0.7833,0.9026,0.9259,0.929,1.0,0.6,1.0,84.38,likely_active,
305607_Product_COOH_CH2.cif,34,C2 Cu27 H3 O2,0.7833,0.9045,0.9259,0.929,1.0,0.6,1.0,84.41,likely_active,
305608_Product_COOH_CH.cif,33,C2 Cu27 H2 O2,0.7833,0.9035,0.9259,0.929,1.0,0.5,1.0,82.4,likely_active,
305609_Product_COOH_C.cif,32,C2 Cu27 H1 O2,0.7833,0.9035,0.9259,0.929,1.0,0.5,1.0,82.4,likely_active,
305610_Product_COOH_CHOH.cif,35,C2 Cu27 H3 O3,0.7833,0.9062,0.9259,0.929,1.0,0.6,1.0,84.44,likely_active,
305611_Product_COOH_COH.cif,34,C2 Cu27 H2 O3,0.7833,0.8986,0.9259,0.929,1.0,1.0,1.0,92.32,likely_active,
