filename,n_atoms,composition,metal_score,d_band_proxy,active_site_score,size_score,en_score,intermediate_score,surface_ratio,total_score,label,error
zenodo_10410523_Ni72C3H6.cif,81,C3 H6 Ni72,0.7833,0.8749,0.3333,0.9751,1.0,0.1,0.5926,61.47,likely_active,
zenodo_10410523_Ni72C3H6O.cif,82,C3 H6 Ni72 O1,0.7833,0.8748,0.3194,0.9751,1.0,0.2,0.561,62.94,likely_active,
zenodo_10410523_Ni72C3H6O2.cif,83,C3 H6 Ni72 O2,0.7833,0.876,0.3333,0.9751,1.0,0.2667,0.5783,64.67,likely_active,
zenodo_10410523_Ni72C3H6O3.cif,84,C3 H6 Ni72 O3,0.7833,0.876,0.3333,0.9751,1.0,0.2667,0.5714,64.6,likely_active,
zenodo_10410523_Ni72C3H6S.cif,82,C3 H6 Ni72 S1,0.7833,0.8755,0.3333,0.9751,1.0,0.0,0.5854,59.4,uncertain,
zenodo_10410523_Ni72C3H7N.cif,83,C3 H7 N1 Ni72,0.7833,0.8749,0.3333,0.9751,1.0,0.2,0.5783,63.32,likely_active,
zenodo_10410523_Ni72C3H7NO.cif,84,C3 H7 N1 Ni72 O1,0.7833,0.8761,0.3333,0.9751,1.0,0.5,0.5714,69.27,likely_active,
zenodo_10410523_Ni72C3H7NO2.cif,85,C3 H7 N1 Ni72 O2,0.7833,0.8761,0.3333,0.9751,1.0,0.6,0.5647,71.21,likely_active,
zenodo_10410523_Ni72C3H8.cif,83,C3 H8 Ni72,0.7833,0.8761,0.3333,0.9751,1.0,0.2,0.5783,63.34,likely_active,
zenodo_10410523_Ni72C3H8N2.cif,85,C3 H8 N2 Ni72,0.7833,0.876,0.3333,0.9751,1.0,0.0,0.5647,59.2,uncertain,
zenodo_10410523_Ni72C3H8O.cif,84,C3 H8 Ni72 O1,0.7833,0.876,0.3333,0.9751,1.0,0.1667,0.5714,62.6,likely_active,
zenodo_10410523_Ni72C3H8S.cif,84,C3 H8 Ni72 S1,0.7833,0.876,0.3333,0.9751,1.0,0.0,0.5714,59.27,uncertain,
zenodo_10410523_Ni72C3H9N.cif,85,C3 H9 N1 Ni72,0.7833,0.876,0.3333,0.9751,1.0,0.1,0.5647,61.2,likely_active,
zenodo_10410523_Ni72C4H10.cif,86,C4 H10 Ni72,0.7833,0.8759,0.3333,0.9751,1.0,0.2,0.5581,63.14,likely_active,
zenodo_10410523_Ni72C4H10N2.cif,88,C4 H10 N2 Ni72,0.7833,0.8757,0.3333,0.9751,1.0,0.1,0.5455,61.01,likely_active,
zenodo_10410523_Ni72C4H10O.cif,87,C4 H10 Ni72 O1,0.7833,0.8761,0.3333,0.9751,1.0,0.2667,0.5517,64.41,likely_active,
zenodo_10410523_Ni72C4H10S.cif,87,C4 H10 Ni72 S1,0.7833,0.876,0.3333,0.9751,1.0,0.0,0.5517,59.07,uncertain,
zenodo_10410523_Ni72C4H11N.cif,88,C4 H11 N1 Ni72,0.7833,0.876,0.3333,0.9751,1.0,0.0,0.5455,59.01,uncertain,
zenodo_10410523_Ni72C4H4O.cif,81,C4 H4 Ni72 O1,0.7833,0.874,0.3333,0.9751,1.0,0.2,0.5926,63.45,likely_active,
zenodo_10410523_Ni72C4H4S.cif,81,C4 H4 Ni72 S1,0.7833,0.8752,0.3333,0.9751,1.0,0.2,0.5926,63.47,likely_active,
zenodo_10410523_Ni72C4H5N.cif,82,C4 H5 N1 Ni72,0.7833,0.874,0.3333,0.9751,1.0,0.2,0.5854,63.38,likely_active,
zenodo_10410523_Ni72C4H6.cif,82,C4 H6 Ni72,0.7833,0.8755,0.3333,0.9751,1.0,0.2,0.5854,63.4,likely_active,
zenodo_10410523_Ni72C4H8.cif,84,C4 H8 Ni72,0.7833,0.8751,0.3333,0.9751,1.0,0.2,0.5714,63.26,likely_active,
zenodo_10410523_Ni72C4H8O.cif,85,C4 H8 Ni72 O1,0.7833,0.8748,0.3194,0.9751,1.0,0.2,0.5412,62.74,likely_active,
zenodo_10410523_Ni72C4H8O2.cif,86,C4 H8 Ni72 O2,0.7833,0.876,0.3333,0.9751,1.0,0.1667,0.5581,62.47,likely_active,
zenodo_10410523_Ni72C4H8O3.cif,87,C4 H8 Ni72 O3,0.7833,0.876,0.3333,0.9751,1.0,0.2667,0.5517,64.41,likely_active,
zenodo_10410523_Ni72C4H8S.cif,85,C4 H8 Ni72 S1,0.7833,0.8755,0.3333,0.9751,1.0,0.0,0.5647,59.2,uncertain,
zenodo_10410523_Ni72C4H9N.cif,86,C4 H9 N1 Ni72,0.7833,0.876,0.3333,0.9751,1.0,0.1,0.5581,61.14,likely_active,
zenodo_10410523_Ni72C4H9NO.cif,87,C4 H9 N1 Ni72 O1,0.7833,0.8761,0.3333,0.9751,1.0,0.7,0.5517,73.08,likely_active,
zenodo_10410523_Ni72C4H9NO2.cif,88,C4 H9 N1 Ni72 O2,0.7833,0.876,0.3333,0.9751,1.0,0.8667,0.5455,76.35,likely_active,
zenodo_10410523_Ni72C5H5N.cif,83,C5 H5 N1 Ni72,0.7833,0.8746,0.3333,0.9751,1.0,0.2,0.5783,63.32,likely_active,
zenodo_10410523_Ni72C5H6.cif,83,C5 H6 Ni72,0.7833,0.874,0.3333,0.9751,1.0,0.2,0.5783,63.31,likely_active,
zenodo_10410523_Ni72C6H6.cif,84,C6 H6 Ni72,0.7833,0.874,0.3333,0.9751,1.0,0.0,0.5714,59.24,uncertain,
zenodo_10410523_Ni72C6H6O.cif,85,C6 H6 Ni72 O1,0.7833,0.8754,0.3333,0.9751,1.0,1.0,0.5647,79.19,likely_active,
zenodo_10410523_Ni72C6H6S.cif,85,C6 H6 Ni72 S1,0.7833,0.8735,0.3194,0.9751,1.0,0.1,0.5412,60.72,likely_active,
zenodo_10410523_Ni72C6H7N.cif,86,C6 H7 N1 Ni72,0.7833,0.8752,0.3333,0.9751,1.0,0.2,0.5581,63.13,likely_active,
zenodo_10410523_Ni72C7H8.cif,87,C7 H8 Ni72,0.7833,0.874,0.3333,0.9751,1.0,0.2,0.5517,63.04,likely_active,
zenodo_10410523_Ni72C8H10.cif,90,C8 H10 Ni72,0.7833,0.874,0.3333,0.9751,1.0,0.1,0.5333,60.86,likely_active,
zenodo_10410523_Ni72C8H6O.cif,87,C8 H6 Ni72 O1,0.7833,0.8747,0.3194,0.9751,1.0,1.0,0.5287,78.62,likely_active,
zenodo_10410523_Ni72C8H6S.cif,87,C8 H6 Ni72 S1,0.7833,0.8741,0.3194,0.9751,1.0,0.0,0.5287,58.61,uncertain,
zenodo_10410523_Ni72C8H7N.cif,88,C8 H7 N1 Ni72,0.7833,0.8743,0.3333,0.9751,1.0,0.1,0.5455,60.99,likely_active,
zenodo_10410523_Ni72C9H7N.cif,89,C9 H7 N1 Ni72,0.7833,0.8741,0.3333,0.9751,1.0,0.2,0.5393,62.92,likely_active,
zenodo_10410523_Ni72C9H8.cif,89,C9 H8 Ni72,0.7833,0.873,0.3056,0.9751,1.0,0.1,0.4944,60.04,likely_active,
zenodo_10410523_Ni72CH2O.cif,76,C1 H2 Ni72 O1,0.7833,0.8755,0.3333,0.9751,1.0,1.0,0.6316,79.87,likely_active,
zenodo_10410523_Ni72CH2O2.cif,77,C1 H2 Ni72 O2,0.7833,0.8755,0.3333,0.9751,1.0,1.0,0.6234,79.78,likely_active,
zenodo_10410523_Ni72CH2O3.cif,78,C1 H2 Ni72 O3,0.7833,0.876,0.3333,0.9751,1.0,0.5,0.6154,69.71,likely_active,
zenodo_10410523_Ni72CH2S.cif,76,C1 H2 Ni72 S1,0.7833,0.8751,0.3333,0.9751,1.0,0.1,0.6316,61.86,likely_active,
zenodo_10410523_Ni72CH3N.cif,77,C1 H3 N1 Ni72,0.7833,0.8755,0.3333,0.9751,1.0,0.0,0.6234,59.78,uncertain,
zenodo_10410523_Ni72CH3NO.cif,78,C1 H3 N1 Ni72 O1,0.7833,0.8749,0.3333,0.9751,1.0,1.0,0.6154,79.69,likely_active,
zenodo_10410523_Ni72CH3NO2.cif,79,C1 H3 N1 Ni72 O2,0.7833,0.8761,0.3333,0.9751,1.0,1.0,0.6076,79.63,likely_active,
zenodo_10410523_Ni72CH4N2.cif,79,C1 H4 N2 Ni72,0.7833,0.876,0.3333,0.9751,1.0,0.0,0.6076,59.63,uncertain,
zenodo_10410523_Ni72CH4S.cif,78,C1 H4 Ni72 S1,0.7833,0.876,0.3333,0.9751,1.0,0.0,0.6154,59.71,uncertain,
zenodo_10410523_Ni72CH5N.cif,79,C1 H5 N1 Ni72,0.7833,0.876,0.3333,0.9751,1.0,0.0,0.6076,59.63,uncertain,
zenodo_10410523_Ni84C10H12O3.cif,109,C10 H12 Ni84 O3,0.7833,0.8895,0.5952,0.95,1.0,1.0,0.9174,86.61,likely_active,
zenodo_10410523_Ni84C10H14O3.cif,111,C10 H14 Ni84 O3,0.7833,0.891,0.619,0.95,1.0,1.0,0.9369,87.19,likely_active,
zenodo_10410523_Ni84C10H14O4.cif,112,C10 H14 Ni84 O4,0.7833,0.8884,0.5833,0.95,1.0,0.6667,0.875,79.33,likely_active,
zenodo_10410523_Ni84C17H20O6.cif,127,C17 H20 Ni84 O6,0.7833,0.8863,0.5595,0.95,1.0,1.0,0.7402,84.25,likely_active,
zenodo_10410523_Pd48C10H8.cif,66,C10 H8 Pd48,0.7833,0.6307,0.3542,0.9996,1.0,0.4,0.5152,63.59,likely_active,
zenodo_10410523_Pd48C2H2.cif,52,C2 H2 Pd48,0.7833,0.6363,0.4375,0.9996,1.0,0.0,0.8077,59.85,uncertain,
zenodo_10410523_Pd48C2H4.cif,54,C2 H4 Pd48,0.7833,0.6381,0.4792,0.9996,1.0,0.0,0.8519,60.94,likely_active,
zenodo_10410523_Pd48C2H4O.cif,55,C2 H4 O1 Pd48,0.7833,0.6372,0.4375,0.9996,1.0,1.0,0.7636,79.42,likely_active,
zenodo_10410523_Pd48C2H4O2.cif,56,C2 H4 O2 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,1.0,0.8214,80.65,likely_active,
zenodo_10410523_Pd48C2H4O3.cif,57,C2 H4 O3 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.2667,0.807,65.84,likely_active,
zenodo_10410523_Pd48C2H4S.cif,55,C2 H4 Pd48 S1,0.7833,0.6363,0.4375,0.9996,1.0,0.1,0.7636,61.41,likely_active,
zenodo_10410523_Pd48C2H5N.cif,56,C2 H5 N1 Pd48,0.7833,0.6363,0.4375,0.9996,1.0,0.2,0.75,63.27,likely_active,
zenodo_10410523_Pd48C2H5NO.cif,57,C2 H5 N1 O1 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.1,0.807,62.51,likely_active,
zenodo_10410523_Pd48C2H5NO2.cif,58,C2 H5 N1 O2 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.1667,0.7931,63.7,likely_active,
zenodo_10410523_Pd48C2H6.cif,56,C2 H6 Pd48,0.7833,0.64,0.5,0.9996,1.0,0.1,0.8571,63.33,likely_active,
zenodo_10410523_Pd48C2H6N2.cif,58,C2 H6 N2 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.2,0.7931,64.37,likely_active,
zenodo_10410523_Pd48C2H6O.cif,57,C2 H6 O1 Pd48,0.7833,0.64,0.5,0.9996,1.0,0.0,0.8421,61.18,likely_active,
zenodo_10410523_Pd48C2H6S.cif,57,C2 H6 Pd48 S1,0.7833,0.6391,0.4792,0.9996,1.0,0.1,0.807,62.51,likely_active,
zenodo_10410523_Pd48C2H7N.cif,58,C2 H7 N1 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.3,0.7931,66.37,likely_active,
zenodo_10410523_Pd48C3H4.cif,55,C3 H4 Pd48,0.7833,0.6363,0.4375,0.9996,1.0,0.0,0.7636,59.4,uncertain,
zenodo_10410523_Pd48C3H6.cif,57,C3 H6 Pd48,0.7833,0.6381,0.4792,0.9996,1.0,0.2,0.807,64.49,likely_active,
zenodo_10410523_Pd48C3H6O.cif,58,C3 H6 O1 Pd48,0.7833,0.64,0.5,0.9996,1.0,0.0,0.8276,61.04,likely_active,
zenodo_10410523_Pd48C3H6O2.cif,59,C3 H6 O2 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.6,0.7797,72.23,likely_active,
zenodo_10410523_Pd48C3H6O3.cif,60,C3 H6 O3 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.6,0.7667,72.1,likely_active,
zenodo_10410523_Pd48C3H6S.cif,58,C3 H6 Pd48 S1,0.7833,0.6354,0.4167,0.9996,1.0,0.2,0.6897,62.34,likely_active,
zenodo_10410523_Pd48C3H7N.cif,59,C3 H7 N1 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.1,0.7797,62.23,likely_active,
zenodo_10410523_Pd48C3H7NO.cif,60,C3 H7 N1 O1 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.5,0.7667,70.1,likely_active,
zenodo_10410523_Pd48C3H7NO2.cif,61,C3 H7 N1 O2 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,1.0,0.7541,79.98,likely_active,
zenodo_10410523_Pd48C3H8.cif,59,C3 H8 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.1,0.7797,62.23,likely_active,
zenodo_10410523_Pd48C3H8N2.cif,61,C3 H8 N2 Pd48,0.7833,0.6372,0.4375,0.9996,1.0,0.4,0.6885,66.67,likely_active,
zenodo_10410523_Pd48C3H8O.cif,60,C3 H8 O1 Pd48,0.7833,0.6381,0.4583,0.9996,1.0,0.2667,0.7333,64.78,likely_active,
zenodo_10410523_Pd48C3H8S.cif,60,C3 H8 Pd48 S1,0.7833,0.6381,0.4583,0.9996,1.0,0.1,0.7333,61.44,likely_active,
zenodo_10410523_Pd48C3H9N.cif,61,C3 H9 N1 Pd48,0.7833,0.6381,0.4583,0.9996,1.0,0.3,0.7213,65.32,likely_active,
zenodo_10410523_Pd48C4H10.cif,62,C4 H10 Pd48,0.7833,0.64,0.5,0.9996,1.0,0.3,0.7742,66.5,likely_active,
zenodo_10410523_Pd48C4H10N2.cif,64,C4 H10 N2 Pd48,0.7833,0.6372,0.4375,0.9996,1.0,0.4,0.6562,66.34,likely_active,
zenodo_10410523_Pd48C4H10O.cif,63,C4 H10 O1 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.7333,0.7302,74.4,likely_active,
zenodo_10410523_Pd48C4H10S.cif,63,C4 H10 Pd48 S1,0.7833,0.6381,0.4583,0.9996,1.0,0.1,0.6984,61.09,likely_active,
zenodo_10410523_Pd48C4H11N.cif,64,C4 H11 N1 Pd48,0.7833,0.6381,0.4583,0.9996,1.0,0.4,0.6875,66.98,likely_active,
zenodo_10410523_Pd48C4H4O.cif,57,C4 H4 O1 Pd48,0.7833,0.6354,0.4167,0.9996,1.0,1.0,0.7018,78.46,likely_active,
zenodo_10410523_Pd48C4H4S.cif,57,C4 H4 Pd48 S1,0.7833,0.6335,0.4167,0.9996,1.0,0.2,0.7018,62.43,likely_active,
zenodo_10410523_Pd48C4H5N.cif,58,C4 H5 N1 Pd48,0.7833,0.6363,0.4375,0.9996,1.0,0.2,0.7241,63.01,likely_active,
zenodo_10410523_Pd48C4H6.cif,58,C4 H6 Pd48,0.7833,0.6381,0.4792,0.9996,1.0,0.0,0.7931,60.35,likely_active,
zenodo_10410523_Pd48C4H8.cif,60,C4 H8 Pd48,0.7833,0.6372,0.4583,0.9996,1.0,0.2,0.7333,63.43,likely_active,
zenodo_10410523_Pd48C4H8O.cif,61,C4 H8 O1 Pd48,0.7833,0.64,0.5,0.9996,1.0,0.1,0.7869,62.63,likely_active,
zenodo_10410523_Pd48C4H8O2.cif,62,C4 H8 O2 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.2667,0.7419,65.19,likely_active,
zenodo_10410523_Pd48C4H8O3.cif,63,C4 H8 O3 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.5,0.7302,69.74,likely_active,
zenodo_10410523_Pd48C4H8S.cif,61,C4 H8 Pd48 S1,0.7833,0.6354,0.4167,0.9996,1.0,0.2,0.6557,62.0,likely_active,
zenodo_10410523_Pd48C4H9N.cif,62,C4 H9 N1 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.1,0.7419,61.86,likely_active,
zenodo_10410523_Pd48C4H9NO.cif,63,C4 H9 N1 O1 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.6,0.7302,71.74,likely_active,
zenodo_10410523_Pd48C4H9NO2.cif,64,C4 H9 N1 O2 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.6,0.7188,71.62,likely_active,
zenodo_10410523_Pd48C5H5N.cif,59,C5 H5 N1 Pd48,0.7833,0.628,0.3542,0.9996,1.0,0.5,0.5763,66.16,likely_active,
zenodo_10410523_Pd48C5H6.cif,59,C5 H6 Pd48,0.7833,0.6363,0.4375,0.9996,1.0,0.4,0.7119,66.89,likely_active,
zenodo_10410523_Pd48C6H6.cif,60,C6 H6 Pd48,0.7833,0.64,0.5,0.9996,1.0,0.0,0.8,60.76,likely_active,
zenodo_10410523_Pd48C6H6O.cif,61,C6 H6 O1 Pd48,0.7833,0.6344,0.4167,0.9996,1.0,1.0,0.6557,77.99,likely_active,
zenodo_10410523_Pd48C6H6S.cif,61,C6 H6 Pd48 S1,0.7833,0.6298,0.3958,0.9996,1.0,0.3,0.623,63.28,likely_active,
zenodo_10410523_Pd48C6H7N.cif,62,C6 H7 N1 Pd48,0.7833,0.6335,0.3958,0.9996,1.0,0.2,0.6129,61.23,likely_active,
zenodo_10410523_Pd48C7H8.cif,63,C7 H8 Pd48,0.7833,0.6344,0.4167,0.9996,1.0,0.3,0.6349,63.78,likely_active,
zenodo_10410523_Pd48C8H10.cif,66,C8 H10 Pd48,0.7833,0.6289,0.3542,0.9996,1.0,0.4,0.5152,63.56,likely_active,
zenodo_10410523_Pd48C8H6O.cif,63,C8 H6 O1 Pd48,0.7833,0.6317,0.3958,0.9996,1.0,1.0,0.6032,77.11,likely_active,
zenodo_10410523_Pd48C8H6S.cif,63,C8 H6 Pd48 S1,0.7833,0.6307,0.3542,0.9996,1.0,0.4,0.5397,63.83,likely_active,
zenodo_10410523_Pd48C8H7N.cif,64,C8 H7 N1 Pd48,0.7833,0.6326,0.375,0.9996,1.0,0.5,0.5625,66.4,likely_active,
zenodo_10410523_Pd48C9H7N.cif,65,C9 H7 N1 Pd48,0.7833,0.6307,0.3542,0.9996,1.0,0.3,0.5231,61.67,likely_active,
zenodo_10410523_Pd48C9H8.cif,65,C9 H8 Pd48,0.7833,0.6326,0.375,0.9996,1.0,0.5,0.5538,66.31,likely_active,
zenodo_10410523_Pd48CH2O.cif,52,C1 H2 O1 Pd48,0.7833,0.6381,0.4583,0.9996,1.0,1.0,0.8462,80.57,likely_active,
zenodo_10410523_Pd48CH2O2.cif,53,C1 H2 O2 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,1.0,0.8679,81.12,likely_active,
zenodo_10410523_Pd48CH2O3.cif,54,C1 H2 O3 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.6,0.8519,72.96,likely_active,
zenodo_10410523_Pd48CH2S.cif,52,C1 H2 Pd48 S1,0.7833,0.6363,0.4375,0.9996,1.0,0.2,0.8077,63.85,likely_active,
zenodo_10410523_Pd48CH3N.cif,53,C1 H3 N1 Pd48,0.7833,0.6381,0.4583,0.9996,1.0,0.2,0.8302,64.41,likely_active,
zenodo_10410523_Pd48CH3NO.cif,54,C1 H3 N1 O1 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.5,0.8519,70.96,likely_active,
zenodo_10410523_Pd48CH3NO2.cif,55,C1 H3 N1 O2 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.6,0.8364,72.8,likely_active,
zenodo_10410523_Pd48CH4N2.cif,55,C1 H4 N2 Pd48,0.7833,0.6363,0.4375,0.9996,1.0,0.1,0.7636,61.41,likely_active,
zenodo_10410523_Pd48CH4S.cif,54,C1 H4 Pd48 S1,0.7833,0.6391,0.4792,0.9996,1.0,0.0,0.8519,60.96,likely_active,
zenodo_10410523_Pd48CH5N.cif,55,C1 H5 N1 Pd48,0.7833,0.6391,0.4792,0.9996,1.0,0.2,0.8364,64.8,likely_active,
zenodo_10410523_Pd72C10H8.cif,90,C10 H8 Pd72,0.7833,0.6573,0.3333,0.9751,1.0,0.3,0.5333,61.61,likely_active,
zenodo_10410523_Pd72C2H2.cif,76,C2 H2 Pd72,0.7833,0.661,0.3333,0.9751,1.0,0.0,0.6316,56.65,uncertain,
zenodo_10410523_Pd72C2H4.cif,78,C2 H4 Pd72,0.7833,0.661,0.3333,0.9751,1.0,0.0,0.6154,56.49,uncertain,
zenodo_10410523_Pd72C2H4O.cif,79,C2 H4 O1 Pd72,0.7833,0.661,0.3333,0.9751,1.0,1.0,0.6076,76.41,likely_active,
zenodo_10410523_Pd72C2H4O2.cif,80,C2 H4 O2 Pd72,0.7833,0.661,0.3333,0.9751,1.0,1.0,0.6,76.33,likely_active,
zenodo_10410523_Pd72C2H4O3.cif,81,C2 H4 O3 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,0.5,0.5926,66.27,likely_active,
zenodo_10410523_Pd72C2H4S.cif,79,C2 H4 Pd72 S1,0.7833,0.6604,0.3333,0.9751,1.0,0.0,0.6076,56.4,uncertain,
zenodo_10410523_Pd72C2H5N.cif,80,C2 H5 N1 Pd72,0.7833,0.661,0.3333,0.9751,1.0,0.2,0.6,60.33,likely_active,
zenodo_10410523_Pd72C2H5NO.cif,81,C2 H5 N1 O1 Pd72,0.7833,0.6604,0.3333,0.9751,1.0,1.0,0.5926,76.25,likely_active,
zenodo_10410523_Pd72C2H5NO2.cif,82,C2 H5 N1 O2 Pd72,0.7833,0.661,0.3333,0.9751,1.0,0.7,0.5854,70.19,likely_active,
zenodo_10410523_Pd72C2H6.cif,80,C2 H6 Pd72,0.7833,0.6604,0.3333,0.9751,1.0,0.3,0.6,62.32,likely_active,
zenodo_10410523_Pd72C2H6N2.cif,82,C2 H6 N2 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,0.0,0.5854,56.19,uncertain,
zenodo_10410523_Pd72C2H6O.cif,81,C2 H6 O1 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,0.6333,0.5926,68.93,likely_active,
zenodo_10410523_Pd72C2H6S.cif,81,C2 H6 Pd72 S1,0.7833,0.6616,0.3333,0.9751,1.0,0.0,0.5926,56.27,uncertain,
zenodo_10410523_Pd72C2H7N.cif,82,C2 H7 N1 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,0.2,0.5854,60.19,likely_active,
zenodo_10410523_Pd72C3H4.cif,79,C3 H4 Pd72,0.7833,0.6604,0.3333,0.9751,1.0,0.1,0.6076,58.4,uncertain,
zenodo_10410523_Pd72C3H6.cif,81,C3 H6 Pd72,0.7833,0.661,0.3333,0.9751,1.0,0.0,0.5926,56.26,uncertain,
zenodo_10410523_Pd72C3H6O.cif,82,C3 H6 O1 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,0.7,0.5854,70.19,likely_active,
zenodo_10410523_Pd72C3H6O2.cif,83,C3 H6 O2 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,0.5,0.5783,66.12,likely_active,
zenodo_10410523_Pd72C3H6O3.cif,84,C3 H6 O3 Pd72,0.7833,0.661,0.3333,0.9751,1.0,0.6,0.5714,68.05,likely_active,
zenodo_10410523_Pd72C3H6S.cif,82,C3 H6 Pd72 S1,0.7833,0.6604,0.3333,0.9751,1.0,0.1,0.5854,58.18,uncertain,
zenodo_10410523_Pd72C3H7N.cif,83,C3 H7 N1 Pd72,0.7833,0.6604,0.3333,0.9751,1.0,0.3,0.5783,62.11,likely_active,
zenodo_10410523_Pd72C3H7NO.cif,84,C3 H7 N1 O1 Pd72,0.7833,0.661,0.3333,0.9751,1.0,1.0,0.5714,76.05,likely_active,
zenodo_10410523_Pd72C3H7NO2.cif,85,C3 H7 N1 O2 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,1.0,0.5647,75.99,likely_active,
zenodo_10410523_Pd72C3H8.cif,83,C3 H8 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,0.1,0.5783,58.12,uncertain,
zenodo_10410523_Pd72C3H8N2.cif,85,C3 H8 N2 Pd72,0.7833,0.661,0.3333,0.9751,1.0,0.1,0.5647,57.98,uncertain,
zenodo_10410523_Pd72C3H8O.cif,84,C3 H8 O1 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,0.2,0.5714,60.05,likely_active,
zenodo_10410523_Pd72C3H8S.cif,84,C3 H8 Pd72 S1,0.7833,0.661,0.3333,0.9751,1.0,0.2,0.5714,60.05,likely_active,
zenodo_10410523_Pd72C3H9N.cif,85,C3 H9 N1 Pd72,0.7833,0.661,0.3333,0.9751,1.0,0.4,0.5647,63.98,likely_active,
zenodo_10410523_Pd72C4H10.cif,86,C4 H10 Pd72,0.7833,0.661,0.3333,0.9751,1.0,0.3,0.5581,61.91,likely_active,
zenodo_10410523_Pd72C4H10N2.cif,88,C4 H10 N2 Pd72,0.7833,0.6604,0.3333,0.9751,1.0,0.3,0.5455,61.78,likely_active,
zenodo_10410523_Pd72C4H10O.cif,87,C4 H10 O1 Pd72,0.7833,0.661,0.3333,0.9751,1.0,0.2667,0.5517,61.18,likely_active,
zenodo_10410523_Pd72C4H10S.cif,87,C4 H10 Pd72 S1,0.7833,0.661,0.3333,0.9751,1.0,0.1,0.5517,57.85,uncertain,
zenodo_10410523_Pd72C4H11N.cif,88,C4 H11 N1 Pd72,0.7833,0.661,0.3333,0.9751,1.0,0.2,0.5455,59.79,uncertain,
zenodo_10410523_Pd72C4H4O.cif,81,C4 H4 O1 Pd72,0.7833,0.6591,0.3333,0.9751,1.0,1.0,0.5926,76.23,likely_active,
zenodo_10410523_Pd72C4H4S.cif,81,C4 H4 Pd72 S1,0.7833,0.6591,0.3333,0.9751,1.0,0.3,0.5926,62.23,likely_active,
zenodo_10410523_Pd72C4H5N.cif,82,C4 H5 N1 Pd72,0.7833,0.6591,0.3333,0.9751,1.0,0.3,0.5854,62.16,likely_active,
zenodo_10410523_Pd72C4H6.cif,82,C4 H6 Pd72,0.7833,0.6598,0.3333,0.9751,1.0,0.2,0.5854,60.17,likely_active,
zenodo_10410523_Pd72C4H8.cif,84,C4 H8 Pd72,0.7833,0.661,0.3333,0.9751,1.0,0.1,0.5714,58.05,uncertain,
zenodo_10410523_Pd72C4H8O.cif,85,C4 H8 O1 Pd72,0.7833,0.6604,0.3194,0.9751,1.0,0.3,0.5412,61.53,likely_active,
zenodo_10410523_Pd72C4H8O2.cif,86,C4 H8 O2 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,0.6,0.5581,67.92,likely_active,
zenodo_10410523_Pd72C4H8O3.cif,87,C4 H8 O3 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,0.6,0.5517,67.86,likely_active,
zenodo_10410523_Pd72C4H8S.cif,85,C4 H8 Pd72 S1,0.7833,0.6598,0.3333,0.9751,1.0,0.2,0.5647,59.96,uncertain,
zenodo_10410523_Pd72C4H9N.cif,86,C4 H9 N1 Pd72,0.7833,0.6604,0.3333,0.9751,1.0,0.1,0.5581,57.9,uncertain,
zenodo_10410523_Pd72C4H9NO.cif,87,C4 H9 N1 O1 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,0.6,0.5517,67.86,likely_active,
zenodo_10410523_Pd72C4H9NO2.cif,88,C4 H9 N1 O2 Pd72,0.7833,0.6616,0.3333,0.9751,1.0,0.6,0.5455,67.8,likely_active,
zenodo_10410523_Pd72C5H5N.cif,83,C5 H5 N1 Pd72,0.7833,0.6573,0.3333,0.9751,1.0,0.4,0.5783,64.06,likely_active,
